Loan_Institution_Past6M,Overdue_Num_Past6M,Overdue_Day_Past6M,Overdue_Day_Max_Past6M,CA_Institution_Past6M,CA_Institution_Max_Past6M,CA_UseAmount_Past6M,Card_UseAmount_Past6M,Age,Gender,cls_0,cls_1,cls_2,cls_3,cls_4,cls_5,cls_6,cls_7,cls_8,cls_9,cls_10,cls_11,cls_12,cls_13,cls_14,cls_15,step_emb_0,step_emb_1,mask_Loan_Institution_Past6M,mask_Overdue_Num_Past6M,mask_Overdue_Day_Past6M,mask_Overdue_Day_Max_Past6M,mask_CA_Institution_Past6M,mask_CA_Institution_Max_Past6M,mask_CA_UseAmount_Past6M,mask_Card_UseAmount_Past6M,mask_Age,mask_Gender,prediction_entropy,Long_Overdue
2.0,0.0,0.0,0.0,0.0,0.0,22000.0,37084.0,57.0,2.0,1.01567542552948,-0.43010395765304565,0.9341583847999573,-1.1625670194625854,-1.4205132722854614,-0.6295482516288757,0.22166255116462708,-1.313248634338379,1.1028047800064087,-1.2732691764831543,-0.218818798661232,1.9056751728057861,-0.28690871596336365,0.2598154544830322,1.3054903745651245,-0.010304599069058895,2.322585344314575,0.1436450183391571,0.34284672141075134,0.0,2.9869298934936523,0.47217661142349243,0.0,0.0,0.281883180141449,0.0,0.3531907796859741,0.0,-1.8225858529294183,0
2.0,0.0,0.0,0.0,5.0,3.0,8900.0,10111.0,47.0,1.0,-0.5598620176315308,-1.3459689617156982,1.012547254562378,0.6851686239242554,-1.5503357648849487,-0.014854943379759789,0.3731364905834198,-2.419459104537964,1.1847267150878906,-0.04023824259638786,0.7304151058197021,0.09320985525846481,-0.45821869373321533,0.6634159684181213,0.6994008421897888,0.9469164609909058,2.0734760761260986,0.34166157245635986,0.1017126739025116,0.0,2.9869298934936523,0.12359517067670822,0.0,0.0,0.05768554285168648,0.0,0.10201253741979599,1.2120290994644165,-2.6132015980872376,0
1.0,2.0,47.0,13.0,0.0,0.0,0.0,11105.0,47.0,2.0,1.1195789575576782,-0.3606378436088562,0.862936794757843,-1.418216586112976,-1.321586012840271,-0.7046955227851868,0.09017641842365265,-0.8964187502861023,1.1063141822814941,-1.0920922756195068,-0.4393515884876251,2.040029287338257,-0.3431636691093445,-0.11213929951190948,1.3766638040542603,0.09260211139917374,5.131068706512451,-0.46802660822868347,0.0,3.131058692932129,0.0,2.6156182289123535,0.36741000413894653,1.160361409187317,2.758697271347046,0.0,0.0879751443862915,0.0,-8.478891966238683,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4809.0,52.0,1.0,1.1351633071899414,-0.46617043018341064,0.7603530287742615,-1.357686996459961,-1.3305597305297852,-0.637222409248352,0.09940784424543381,-0.8309386968612671,1.0686254501342773,-1.1438226699829102,-0.4853214919567108,2.013596296310425,-0.4016995131969452,-0.06883828341960907,1.5066670179367065,0.13844706118106842,3.354484796524048,-0.4376259446144104,0.681050181388855,3.0513439178466797,0.0,0.6714815497398376,0.0,0.0773777961730957,1.569189190864563,0.0,0.34526148438453674,0.0,-3.01681898351752,0
1.0,0.0,0.0,0.0,0.0,0.0,28900.0,11589.0,69.0,2.0,-1.3612382411956787,-1.4115437269210815,0.5395814776420593,1.6183067560195923,-0.610095202922821,0.9600003361701965,0.28358638286590576,-1.8208249807357788,0.7814275622367859,0.4260242283344269,1.0877211093902588,-0.8914812803268433,-0.958400309085846,0.6037599444389343,0.04641837999224663,0.706757664680481,2.674226999282837,-0.021220294758677483,0.45320600271224976,0.0,2.9869298934936523,0.46745139360427856,0.2667526304721832,0.0,0.23687952756881714,0.0,0.45435234904289246,0.0,-1.5022060314656154,0
0.0,0.0,0.0,0.0,0.0,0.0,48000.0,9539.0,48.0,2.0,-1.4308048486709595,-1.312269926071167,0.4591737687587738,1.760754942893982,-0.35987257957458496,1.1433181762695312,0.2306584268808365,-1.5896942615509033,0.6764295101165771,0.5831632018089294,1.1048558950424194,-1.1369953155517578,-0.9997465014457703,0.5822532773017883,-0.18055430054664612,0.46933087706565857,1.9608936309814453,-0.06596650928258896,0.09125088900327682,0.0,2.9869298934936523,0.11088263243436813,0.358074426651001,0.0,0.05175222456455231,0.055561602115631104,0.09151990711688995,0.049750249832868576,-1.7563880535127938,0
1.0,0.0,0.0,0.0,0.0,0.0,13600.0,10003.0,70.0,1.0,-1.1161404848098755,-1.4623345136642456,0.7307592630386353,1.2703908681869507,-1.094692587852478,0.6069450974464417,0.3300800919532776,-2.1316537857055664,0.9480074048042297,0.17768079042434692,0.9955039024353027,-0.4661407768726349,-0.7845862507820129,0.6510380506515503,0.3850085437297821,0.9601342678070068,3.283881187438965,-0.13542784750461578,0.7128329873085022,0.0,2.9869298934936523,0.9249324798583984,0.0,0.0,0.6589683294296265,0.0,0.7375162243843079,0.0,-2.4555679797040706,0
1.0,0.0,0.0,0.0,0.0,0.0,9500.0,14088.0,67.0,1.0,1.004028558731079,-0.4159891605377197,0.9428449869155884,-1.15444815158844,-1.4238005876541138,-0.5965661406517029,0.21837490797042847,-1.3230741024017334,1.0970063209533691,-1.2852877378463745,-0.24524803459644318,1.9125148057937622,-0.2954426407814026,0.2448466271162033,1.301880121231079,0.01835995353758335,3.263000726699829,-0.2520928978919983,0.7147358655929565,0.6344009041786194,2.3175649642944336,0.9345457553863525,0.0,0.0,0.6459262371063232,0.0,0.6285039186477661,0.0,-0.7817507674624501,0
0.0,0.0,0.0,0.0,0.0,0.0,26550.0,3817.0,70.0,1.0,-1.4432752132415771,-1.2637146711349487,0.43718287348747253,1.7916760444641113,-0.2897481620311737,1.2065541744232178,0.21083927154541016,-1.5248701572418213,0.6427688002586365,0.6228488683700562,1.0993884801864624,-1.1993868350982666,-1.005045771598816,0.5665779113769531,-0.25666019320487976,0.4048647880554199,2.6793737411499023,-0.1093813106417656,0.4094061255455017,0.0,2.9869298934936523,0.46810996532440186,0.42759352922439575,0.0,0.23324620723724365,0.0,0.41051924228668213,0.0,-1.4791954764831585,0
2.0,0.0,0.0,0.0,0.0,0.0,3200.0,6651.0,43.0,1.0,1.0128003358840942,-0.4537261426448822,0.9249311685562134,-1.1565474271774292,-1.4264006614685059,-0.6250362992286682,0.2250131070613861,-1.3040651082992554,1.0924063920974731,-1.2695403099060059,-0.22270673513412476,1.907530665397644,-0.29690638184547424,0.25342419743537903,1.3238798379898071,0.014943244867026806,2.2579994201660156,-0.004681428428739309,0.1950993686914444,0.3207951784133911,2.9869298934936523,0.6157068014144897,0.0,0.0,0.2094980776309967,0.0,0.19552254676818848,0.0,-1.6396964449304259,0
