Loan_Institution_Past6M,Overdue_Num_Past6M,Overdue_Day_Past6M,Overdue_Day_Max_Past6M,CA_Institution_Past6M,CA_Institution_Max_Past6M,CA_UseAmount_Past6M,Card_UseAmount_Past6M,Age,Gender,Target,Long_Overdue
0,2,15,0,0,0,0,15579,63,2,0,0
0,0,0,0,0,0,22400,14213,63,1,0,0
1,0,0,0,0,0,0,7291,63,1,0,0
1,0,0,0,0,0,2000,53029,63,1,0,0
0,0,0,0,0,0,26480,35114,63,1,0,0
0,0,0,0,0,0,0,10054,63,2,0,0
0,0,0,0,2,2,38690,21607,63,2,0,0
0,0,0,0,0,0,45900,17626,63,1,0,0
2,0,0,0,0,0,0,36506,63,1,0,0
1,0,0,0,0,1,20360,15922,63,1,0,0
2,0,0,0,0,1,5840,31692,63,1,0,0
0,0,0,0,0,1,21400,5722,63,2,0,0
1,0,0,0,0,0,17950,3618,63,2,0,0
1,0,0,0,1,0,45130,18429,63,1,0,0
1,0,0,0,0,0,1500,16599,63,2,0,0
1,2,22,11,1,1,1500,18693,63,2,0,0
1,0,0,0,0,0,0,21770,63,1,0,0
0,0,0,0,1,0,77740,26113,63,2,0,0
2,0,0,0,0,0,8150,14965,63,2,0,0
1,1,9,9,0,0,14850,15377,63,2,0,0
1,0,0,0,0,0,12900,15792,63,2,0,0
1,0,0,0,0,0,47810,10671,63,2,0,0
0,0,0,0,1,0,28030,19676,63,2,0,0
1,0,0,0,0,0,26500,30491,63,1,0,0
0,0,0,0,0,0,29900,31102,63,1,0,0
0,0,0,0,0,0,42080,5592,63,1,0,0
1,0,0,0,1,1,38300,9144,63,1,0,0
0,0,0,0,0,0,35020,7576,63,1,0,0
1,0,0,0,0,0,42650,5955,63,1,0,0
1,0,0,0,0,0,39830,6009,63,1,0,0
0,0,0,0,0,0,1400,9493,63,1,0,0
0,0,0,0,0,0,4600,25517,63,1,0,0
0,0,0,0,0,1,12850,20997,63,1,0,0
1,1,7,7,1,1,2800,16021,63,2,0,0
0,0,0,0,0,0,1500,22338,63,2,0,0
1,0,0,0,0,0,1500,36804,63,2,0,0
3,0,0,0,0,0,5400,20667,63,2,0,0
1,1,9,9,0,0,0,17220,63,2,0,0
1,1,7,7,0,0,0,6017,63,1,0,0
2,0,0,0,0,0,150,9619,63,1,0,0
2,0,0,0,0,0,150,9512,63,1,0,0
2,0,0,0,0,0,0,0,63,2,0,0
2,0,0,0,0,0,0,0,63,2,0,0
2,1,7,7,1,1,1050,6722,63,2,0,0
0,0,0,0,0,0,31350,8577,63,2,0,0
1,0,0,0,0,0,1350,7318,63,2,0,0
1,0,0,0,1,0,6100,43312,63,2,0,0
1,0,0,0,0,0,5000,24624,63,2,0,0
0,1,9,0,1,1,180,4129,63,1,0,0
1,1,9,0,1,1,80,5055,63,1,0,0
0,1,9,0,1,1,180,5353,63,1,0,0
1,0,0,0,0,0,0,4616,63,2,0,0
1,0,0,0,0,0,0,7101,63,2,0,0
0,0,0,0,1,0,6300,9519,63,1,0,0
0,0,0,0,0,0,5000,5760,63,1,0,0
0,0,0,0,0,0,8900,4734,63,1,0,0
0,0,0,0,0,0,8900,2657,63,1,0,0
0,0,0,0,0,0,8800,2277,63,1,0,0
1,0,0,0,0,0,0,3057,63,1,0,0
1,0,0,0,0,0,0,2194,63,1,0,0
0,1,14,14,2,2,700,3597,63,1,0,0
1,0,0,0,0,0,200,8192,63,2,0,0
0,0,0,0,0,0,6300,14046,63,2,0,0
0,0,0,0,0,0,17330,10849,63,1,0,0
0,0,0,0,0,0,12630,10741,63,1,0,0
0,0,0,0,0,0,0,17723,63,1,0,0
0,0,0,0,1,1,1000,2226,63,1,0,0
1,0,0,0,0,0,1000,10061,63,2,0,0
1,0,0,0,0,0,6950,3590,64,1,0,0
1,0,0,0,0,0,6000,5010,64,1,0,0
1,0,0,0,0,0,1950,4941,64,1,0,0
1,0,0,0,0,0,3250,3194,64,1,0,0
0,0,0,0,0,0,6800,3734,64,1,0,0
1,0,0,0,1,1,1454,7373,64,1,0,0
1,0,0,0,1,1,5900,607,64,1,0,0
2,0,0,0,0,0,400,627,64,1,0,0
4,0,0,0,0,0,2500,2066,64,1,0,0
1,1,13,6,1,1,500,30172,64,1,0,0
1,1,7,7,0,0,11720,10778,64,1,0,0
0,1,7,7,0,0,1350,11329,64,1,0,0
1,0,0,0,0,0,0,776,64,1,0,0
3,0,0,0,0,0,0,3177,64,1,0,0
1,0,0,0,0,0,81000,11628,64,1,0,0
0,0,0,0,0,0,16300,1211,64,2,0,0
0,0,0,0,0,0,16100,969,64,2,0,0
1,0,0,0,3,4,24900,20679,64,2,0,0
0,0,0,0,0,0,0,1542,64,1,0,0
0,0,0,0,1,0,3700,3435,64,1,0,0
0,0,0,0,1,0,3700,4116,64,1,0,0
0,0,0,0,1,0,3700,4042,64,1,0,0
0,0,0,0,0,0,20000,13135,64,1,0,0
1,0,0,0,0,0,61650,21681,64,1,0,0
3,0,0,0,0,0,52700,19766,64,1,0,0
2,0,0,0,0,1,14500,26271,64,1,0,0
0,0,0,0,0,0,9200,26143,64,1,0,0
0,2,56,44,0,0,2400,3671,64,1,0,0
0,2,56,44,0,0,2400,3836,64,1,0,0
2,0,0,0,0,0,40480,3683,64,2,0,0
1,0,0,0,0,0,43060,11796,64,2,0,0
0,0,0,0,0,0,41860,11630,64,2,0,0
3,0,0,0,0,0,2600,5138,64,2,0,0
2,0,0,0,0,0,13950,12726,64,2,0,0
0,1,10,3,2,2,11890,33562,64,1,0,0
0,1,10,3,2,1,8240,33865,64,1,0,0
0,0,0,0,0,0,0,1443,64,1,0,0
2,0,0,0,0,0,0,3896,64,1,0,0
0,0,0,0,0,1,13470,14662,64,2,0,0
1,0,0,0,0,0,38980,9731,64,1,0,0
1,1,15,15,0,0,0,1773,64,1,0,0
1,1,15,15,0,0,0,1370,64,1,0,0
0,0,0,0,0,0,0,1471,64,1,0,0
2,0,0,0,0,1,5880,5929,64,1,0,0
0,0,0,0,5,5,26620,107676,64,2,0,0
1,0,0,0,3,3,16420,112215,64,2,0,0
2,0,0,0,1,0,7600,99708,64,2,0,0
3,0,0,0,0,0,3500,82158,64,2,0,0
1,1,7,0,1,1,27300,2768,64,1,1,1
0,0,0,0,0,0,21200,3414,64,1,0,0
0,0,0,0,0,0,0,18347,64,1,0,0
1,0,0,0,0,0,3300,17234,64,1,0,0
2,0,0,0,0,0,111660,8565,64,1,0,0
3,0,0,0,1,0,2000,9213,64,1,0,0
1,0,0,0,0,0,350,25204,64,1,0,0
1,0,0,0,0,0,2500,3815,64,1,0,0
0,0,0,0,0,0,22600,3720,64,1,0,0
0,0,0,0,1,1,2700,12199,64,1,0,0
0,0,0,0,0,0,9000,6676,64,1,0,0
1,0,0,0,1,1,7750,8549,64,1,0,0
1,0,0,0,0,0,0,5140,64,1,0,0
0,0,0,0,0,0,8900,5941,64,1,0,0
1,0,0,0,0,0,300,6703,64,1,0,0
0,0,0,0,0,0,18400,92958,64,1,0,0
0,0,0,0,0,0,7800,9518,64,2,0,0
0,0,0,0,0,0,0,930,64,1,0,0
1,0,0,0,0,0,11300,11218,64,2,0,0
0,0,0,0,0,0,0,8351,64,2,0,0
1,1,7,0,0,0,6100,8949,64,1,0,0
0,0,0,0,1,1,13400,10425,64,1,0,0
1,0,0,0,0,0,22800,5488,64,2,0,0
1,0,0,0,0,0,710,12988,64,1,0,0
2,0,0,0,0,0,9640,17208,64,1,0,0
3,0,0,0,0,0,7990,19590,64,1,0,0
0,0,0,0,0,0,4940,9054,64,2,0,0
0,0,0,0,1,1,10310,33947,64,2,0,0
1,0,0,0,0,0,0,3764,64,1,0,0
1,0,0,0,0,0,2300,59999,64,1,0,0
0,0,0,0,0,0,3400,3051,64,2,0,0
0,0,0,0,1,0,1750,22772,64,1,0,0
0,0,0,0,1,1,33780,56547,64,1,0,0
0,0,0,0,1,1,28980,50043,64,1,0,0
2,0,0,0,0,2,32930,38762,64,1,0,0
2,0,0,0,0,1,23600,42970,64,1,0,0
1,0,0,0,0,0,26550,6527,64,1,0,0
1,0,0,0,0,0,12467,43606,64,1,0,0
0,0,0,0,0,0,0,11472,64,2,0,0
0,0,0,0,0,0,5800,425,64,1,0,0
0,0,0,0,0,0,5000,6606,64,1,0,0
0,0,0,0,0,0,4000,10386,64,1,0,0
0,0,0,0,0,0,38320,6222,64,1,0,0
0,0,0,0,0,0,38190,5980,64,1,0,0
1,0,0,0,0,0,2100,7024,64,1,0,0
0,0,0,0,0,0,0,4192,64,2,0,0
1,0,0,0,0,0,34180,12580,64,2,0,0
1,0,0,0,0,0,350,5012,64,1,0,0
0,0,0,0,0,0,56400,6075,64,2,0,0
0,0,0,0,1,1,61900,5927,64,2,0,0
4,0,0,0,0,0,0,128204,64,1,0,0
3,0,0,0,0,0,0,139825,64,1,0,0
3,0,0,0,0,0,0,139672,64,1,0,0
4,0,0,0,0,0,0,137722,64,1,0,0
4,0,0,0,0,0,0,147090,64,1,0,0
0,1,11,11,1,1,22550,10252,64,1,0,0
0,0,0,0,2,1,24250,10570,64,1,0,0
2,0,0,0,0,0,14870,13126,64,1,0,0
1,0,0,0,0,0,14100,6959,64,1,0,0
1,0,0,0,0,0,35800,5948,64,1,0,0
2,0,0,0,0,0,9400,8220,64,1,0,0
0,0,0,0,0,0,6000,7687,64,1,0,0
1,0,0,0,0,0,0,15009,64,2,0,0
1,0,0,0,0,0,48400,3637,64,2,0,0
0,0,0,0,0,0,29600,1886,64,2,0,0
0,0,0,0,0,0,47900,4589,64,2,0,0
1,0,0,0,0,0,45950,4010,64,2,0,0
1,0,0,0,0,0,11860,23965,64,2,0,0
0,0,0,0,0,0,0,31096,64,1,0,0
2,0,0,0,0,0,12000,26965,64,1,0,0
2,0,0,0,0,0,12000,26922,64,1,0,0
2,0,0,0,0,0,12000,29177,64,1,0,0
6,0,0,0,0,0,23500,24365,64,1,0,0
6,0,0,0,0,0,0,22162,64,1,0,0
1,0,0,0,2,2,46200,19649,64,1,0,0
3,0,0,0,0,0,24000,31627,64,1,0,0
0,0,0,0,1,0,40800,19465,64,1,0,0
2,0,0,0,0,1,59400,19598,64,1,0,0
1,0,0,0,0,0,42630,26047,65,1,0,0
0,0,0,0,0,0,0,147364,65,1,0,0
0,0,0,0,2,2,2000,1927,65,1,0,0
0,0,0,0,0,0,0,1549,65,1,0,0
1,1,7,7,0,0,51277,37265,65,1,0,0
1,0,0,0,0,1,85330,25343,65,1,0,0
1,0,0,0,0,0,81380,24746,65,1,0,0
1,0,0,0,0,0,93920,22530,65,1,0,0
0,0,0,0,0,0,40844,41608,65,1,0,0
0,0,0,0,0,0,37171,44120,65,1,0,0
3,0,0,0,0,0,0,18066,65,2,0,0
0,0,0,0,1,0,5750,15713,65,1,0,0
0,0,0,0,1,0,5550,16091,65,1,0,0
3,0,0,0,0,0,6300,14262,65,1,0,0
0,0,0,0,0,0,3300,16283,65,1,0,0
0,0,0,0,0,0,5400,12987,65,1,0,0
0,0,0,0,0,0,7100,11880,65,1,0,0
0,0,0,0,0,0,6550,12208,65,1,0,0
4,0,0,0,0,0,4600,44587,65,1,0,0
0,0,0,0,0,0,1000,21254,65,2,0,0
0,0,0,0,0,0,1000,20653,65,2,0,0
0,0,0,0,0,0,0,815,65,1,0,0
1,0,0,0,0,0,0,846,65,1,0,0
1,0,0,0,0,0,0,494,65,1,0,0
2,0,0,0,0,0,0,1073,65,1,0,0
0,0,0,0,1,0,370,2315,65,1,0,0
2,0,0,0,0,0,39700,17853,65,1,0,0
1,0,0,0,0,0,44550,17027,65,1,0,0
2,0,0,0,3,2,6980,26974,65,1,0,0
1,0,0,0,0,0,0,24003,65,2,0,0
0,0,0,0,0,0,0,27163,65,2,0,0
0,1,7,7,1,1,300,24640,65,2,0,0
1,0,0,0,0,0,0,24029,65,2,0,0
0,0,0,0,0,0,0,23767,65,2,0,0
1,0,0,0,1,1,40,44942,65,1,0,0
1,0,0,0,0,0,1840,5017,65,2,0,0
2,0,0,0,1,0,7000,66376,65,2,0,0
2,0,0,0,3,3,16300,56431,65,2,0,0
2,0,0,0,0,0,5000,65423,65,2,0,0
1,0,0,0,0,0,0,64681,65,2,0,0
0,0,0,0,0,0,40800,27905,65,2,0,0
0,0,0,0,0,0,2000,5205,65,1,0,0
3,0,0,0,0,0,3660,2333,65,1,0,0
2,0,0,0,0,0,56000,19808,65,1,0,0
1,0,0,0,0,0,54200,19626,65,1,0,0
0,0,0,0,0,0,48200,28522,65,1,0,0
1,0,0,0,1,1,700,10458,65,1,0,0
2,0,0,0,0,0,1400,11733,65,1,0,0
0,2,14,0,0,0,6500,12967,65,2,0,0
0,0,0,0,0,0,9200,17761,65,2,0,0
2,2,15,8,4,2,11230,15346,65,2,0,0
1,1,7,0,0,0,12200,16069,65,2,0,0
1,0,0,0,1,0,18300,5165,65,1,0,0
2,0,0,0,1,0,14080,6140,65,1,0,0
2,0,0,0,0,0,1200,20191,65,1,0,0
2,0,0,0,1,0,14160,4799,65,1,0,0
3,0,0,0,1,2,15160,7380,65,1,0,0
2,0,0,0,0,0,0,9848,65,2,0,0
0,2,22,6,0,0,0,31698,65,2,0,0
3,0,0,0,0,0,22100,18558,65,2,0,0
0,0,0,0,0,0,102800,14611,65,1,0,0
0,0,0,0,0,0,115900,16801,65,1,0,0
0,0,0,0,0,0,113250,20264,65,1,0,0
1,0,0,0,0,0,1950,16652,65,1,0,0
2,0,0,0,0,0,0,3188,65,1,0,0
2,0,0,0,0,0,0,4156,65,1,0,0
0,0,0,0,1,1,3000,5468,65,1,0,0
0,0,0,0,0,0,0,6361,65,1,0,0
0,0,0,0,0,0,4350,2231,65,1,0,0
1,0,0,0,0,0,4500,122169,65,1,0,0
1,0,0,0,0,0,0,117775,65,1,0,0
1,1,12,0,0,0,0,71901,65,2,0,0
0,1,10,0,0,0,0,59948,65,2,0,0
1,2,25,0,0,0,0,54199,65,2,0,0
1,2,25,3,0,0,0,48188,65,2,0,0
0,0,0,0,0,0,1500,10669,65,2,0,0
0,2,24,4,0,0,0,47585,65,2,0,0
2,1,7,7,0,0,9800,5100,65,1,0,0
0,0,0,0,0,0,23240,14654,65,1,0,0
1,0,0,0,0,0,2500,113540,65,2,0,0
0,0,0,0,0,0,19700,9081,65,2,0,0
0,0,0,0,0,0,22180,8880,65,2,0,0
0,0,0,0,0,0,0,5104,65,2,0,0
1,0,0,0,1,0,1880,12112,65,1,0,0
1,0,0,0,0,0,350,5735,65,1,0,0
0,0,0,0,0,0,59400,17104,65,1,0,0
0,0,0,0,0,0,49100,21466,65,1,0,0
0,0,0,0,1,1,10800,5269,65,1,0,0
0,0,0,0,1,1,600,1621,65,1,0,0
0,0,0,0,0,1,39700,22279,65,2,0,0
6,0,0,0,1,0,31900,24314,65,2,0,0
1,0,0,0,0,0,15550,10229,65,2,0,0
1,0,0,0,0,0,41050,21697,65,1,0,0
0,0,0,0,0,0,3500,23337,65,2,0,0
1,0,0,0,0,0,31380,5649,65,2,0,0
1,0,0,0,0,0,27730,6904,65,2,0,0
2,0,0,0,0,0,29630,6644,65,2,0,0
1,0,0,0,0,0,34200,5536,65,2,0,0
5,0,0,0,0,0,3300,10604,65,1,0,0
1,0,0,0,0,0,8800,9837,65,1,0,0
2,0,0,0,0,0,62950,20614,65,1,0,0
1,0,0,0,0,0,2300,6354,65,1,0,0
1,0,0,0,0,0,4100,5390,65,1,0,0
1,0,0,0,0,0,5900,5421,65,1,0,0
0,0,0,0,0,1,23900,2834,65,1,0,0
0,1,7,7,0,0,71000,13960,65,1,0,0
0,0,0,0,0,0,0,5851,65,2,0,0
0,0,0,0,0,0,0,6078,65,2,0,0
0,0,0,0,0,0,0,44646,65,1,0,0
0,0,0,0,3,2,3500,31994,65,1,0,0
1,1,21,21,1,1,900,7798,65,1,0,0
2,0,0,0,0,0,15070,21810,65,2,0,0
1,0,0,0,0,0,71520,19065,65,2,0,0
2,1,7,0,0,0,1900,17343,65,2,0,0
1,0,0,0,0,0,32500,16862,65,2,0,0
3,0,0,0,0,0,28890,17593,65,2,0,0
2,0,0,0,0,0,6870,13030,65,1,0,0
1,0,0,0,0,0,0,8963,65,1,0,0
0,0,0,0,0,0,0,7253,65,1,0,0
0,0,0,0,0,0,40200,11357,65,2,0,0
0,0,0,0,0,0,40000,11407,65,2,0,0
1,0,0,0,0,0,23000,3729,65,1,0,0
0,0,0,0,0,0,8500,13542,65,2,0,0
1,0,0,0,0,0,7300,13977,65,1,0,0
0,0,0,0,0,0,20400,13004,65,1,0,0
3,0,0,0,0,0,6350,10171,65,1,0,0
0,0,0,0,0,1,71700,17118,65,2,0,0
4,1,9,9,0,0,0,1702,65,1,0,0
3,1,9,9,0,0,0,2298,65,1,0,0
1,0,0,0,0,0,15900,12088,65,1,0,0
0,0,0,0,0,0,16200,13809,65,1,0,0
1,3,26,0,0,0,13050,5991,65,2,0,0
1,5,47,0,2,2,4790,6183,65,2,0,0
0,0,0,0,0,0,2600,20655,66,1,0,0
0,0,0,0,0,0,0,3311,66,1,0,0
0,0,0,0,0,0,0,0,66,1,0,0
0,0,0,0,1,1,2050,13794,66,2,0,0
0,0,0,0,1,0,17640,20176,66,1,0,0
0,0,0,0,0,0,0,0,66,1,0,0
0,0,0,0,0,0,0,0,66,1,0,0
1,0,0,0,0,0,2200,9368,66,2,0,0
0,0,0,0,0,0,34100,7271,66,1,0,0
1,0,0,0,0,0,500,12913,66,2,0,0
0,0,0,0,0,0,59990,37808,66,2,0,0
0,0,0,0,0,0,2800,971,66,1,0,0
2,0,0,0,0,0,3900,38633,66,2,0,0
1,0,0,0,3,3,4740,24652,66,2,0,0
1,0,0,0,3,3,3360,19792,66,2,0,0
1,0,0,0,0,0,15800,3603,66,1,0,0
0,0,0,0,0,0,16700,20557,66,1,0,0
0,0,0,0,0,0,200,7116,66,1,0,0
1,0,0,0,0,0,0,16485,66,1,0,0
0,0,0,0,0,0,0,12803,66,2,0,0
2,0,0,0,0,0,1100,5373,66,1,0,0
0,0,0,0,0,0,500,6692,66,1,0,0
0,0,0,0,0,0,4800,39130,66,1,0,0
1,0,0,0,0,0,0,1629,66,2,0,0
0,0,0,0,0,0,0,3452,66,1,0,0
0,0,0,0,0,0,0,6620,66,1,0,0
0,4,40,3,0,0,900,6752,66,1,0,0
0,5,41,10,1,1,600,4139,66,1,0,0
3,0,0,0,0,0,8290,3288,66,2,0,0
0,0,0,0,1,1,1000,18631,66,2,0,0
0,0,0,0,0,0,2230,13722,66,1,0,0
0,0,0,0,0,0,950,13366,66,1,0,0
3,1,7,0,0,0,0,83440,66,2,0,0
2,2,17,0,0,0,0,74599,66,2,0,0
0,0,0,0,0,0,9550,8310,66,1,0,0
0,0,0,0,1,1,350,11754,66,1,0,0
0,0,0,0,0,0,15900,8430,66,1,0,0
1,0,0,0,0,0,16400,7175,66,1,0,0
0,0,0,0,0,0,84910,16270,66,1,0,0
0,0,0,0,0,0,0,14766,66,2,0,0
1,0,0,0,0,0,13900,13133,66,2,0,0
0,0,0,0,1,0,1800,13300,66,2,0,0
1,0,0,0,0,0,2980,29247,66,2,0,0
0,0,0,0,0,0,4350,2161,66,2,0,0
0,0,0,0,0,0,2160,2844,66,2,0,0
0,0,0,0,1,0,6600,23454,66,2,0,0
1,0,0,0,0,0,13410,13173,66,2,0,0
1,0,0,0,0,0,0,2630,66,2,0,0
1,0,0,0,0,0,0,7629,66,2,0,0
1,0,0,0,0,0,0,6265,66,2,0,0
0,6,53,7,0,0,1300,14263,66,1,0,0
0,1,7,7,1,0,2200,10655,66,1,0,0
0,0,0,0,0,0,380,5443,66,1,0,0
0,0,0,0,0,0,380,5899,66,1,0,0
0,0,0,0,1,1,28200,10570,66,1,0,0
0,3,77,34,0,0,0,11848,66,2,0,0
0,1,9,9,0,0,0,11016,66,2,0,0
2,0,0,0,0,0,0,14707,66,2,0,0
0,6,104,9,1,1,1120,13705,66,2,0,0
1,0,0,0,0,0,9130,12494,66,2,0,0
0,0,0,0,0,0,0,19061,66,2,0,0
0,0,0,0,0,0,13000,29092,66,1,0,0
1,20,519,49,0,0,0,1487,66,1,0,0
0,19,490,36,0,0,0,2608,66,1,0,0
0,15,413,29,0,0,0,2962,66,1,2,1
0,0,0,0,0,0,27100,6653,66,2,0,0
1,0,0,0,1,0,100,27973,66,2,0,0
0,0,0,0,1,1,26740,11284,66,2,0,0
2,0,0,0,0,0,1650,17496,66,1,0,0
2,0,0,0,0,0,1650,15945,66,1,0,0
0,0,0,0,0,0,350,17996,66,1,0,0
0,0,0,0,0,0,41240,10007,66,1,0,0
0,0,0,0,0,0,105150,16400,66,1,0,0
0,0,0,0,0,0,107840,15985,66,1,0,0
0,0,0,0,0,0,0,24501,66,1,0,0
2,0,0,0,0,0,22700,8477,66,1,0,0
2,0,0,0,0,0,29500,5566,66,1,0,0
1,0,0,0,0,0,13560,14253,66,1,0,0
2,0,0,0,0,0,21700,34071,66,1,0,0
1,0,0,0,0,0,12900,37917,66,1,0,0
0,0,0,0,0,0,2480,38503,66,1,0,0
2,0,0,0,2,2,5600,46178,66,1,0,0
1,0,0,0,1,1,5650,10458,66,2,0,0
0,0,0,0,1,1,13850,65801,66,2,0,0
0,0,0,0,0,0,4500,8688,66,2,0,0
0,0,0,0,1,0,66430,33043,66,1,0,0
0,0,0,0,0,0,59100,41262,66,1,0,0
0,0,0,0,1,0,59300,7646,66,1,0,0
0,0,0,0,0,0,36100,8718,66,1,0,0
0,1,7,0,0,1,43150,4295,66,1,0,0
0,1,7,0,0,0,44000,4412,66,1,0,0
0,0,0,0,0,0,18523,25099,67,1,0,0
1,0,0,0,0,0,0,9806,67,2,0,0
1,0,0,0,0,0,45900,5442,67,1,0,0
0,0,0,0,0,0,57960,5122,67,1,0,0
0,0,0,0,0,1,51400,4402,67,1,0,0
1,0,0,0,0,0,56160,5815,67,1,0,0
0,0,0,0,0,0,52200,4658,67,1,0,0
0,0,0,0,0,0,59200,8606,67,1,0,0
1,0,0,0,0,0,40490,9693,67,1,0,0
0,0,0,0,0,0,40680,7217,67,1,0,0
0,0,0,0,0,0,6970,24200,67,1,0,0
2,0,0,0,0,0,6470,29031,67,1,0,0
1,0,0,0,0,0,12070,19259,67,1,0,0
0,0,0,0,0,0,0,8016,67,2,0,0
2,0,0,0,1,2,1570,49437,67,1,0,0
1,0,0,0,0,0,18360,50255,67,1,0,0
1,0,0,0,0,0,22490,43663,67,1,0,0
1,0,0,0,0,0,22190,44994,67,1,0,0
1,1,7,7,0,0,0,47505,67,2,0,0
0,1,7,7,0,0,30200,6041,67,1,0,0
1,2,17,0,0,1,6650,21124,67,1,0,0
1,0,0,0,2,1,5300,26160,67,1,0,0
0,0,0,0,0,0,0,17657,67,1,0,0
0,0,0,0,0,0,1270,11900,67,2,0,0
0,0,0,0,0,0,770,11080,67,2,0,0
0,0,0,0,0,0,4760,8685,67,2,0,0
0,0,0,0,0,0,6630,8036,67,2,0,0
0,0,0,0,0,0,16860,13943,67,2,0,0
0,0,0,0,0,0,7100,21762,67,2,0,0
0,0,0,0,0,0,89550,13237,67,1,0,0
1,0,0,0,1,1,66750,12708,67,1,0,0
0,0,0,0,1,1,55600,14751,67,2,0,0
0,0,0,0,0,0,35800,13317,67,1,0,0
2,0,0,0,0,0,0,46718,67,1,0,0
0,0,0,0,0,0,0,21296,67,2,0,0
2,0,0,0,0,0,200,4570,67,1,1,1
1,0,0,0,0,0,6300,4122,67,2,0,0
0,0,0,0,0,0,5100,5279,67,2,0,0
0,0,0,0,0,0,3100,4809,67,2,0,0
2,0,0,0,0,0,0,944,67,1,0,0
1,0,0,0,0,0,0,1296,67,1,0,0
1,3,27,0,0,0,5800,10419,67,2,0,0
1,3,27,0,0,0,5500,8322,67,2,0,0
3,0,0,0,0,0,21000,13109,67,1,0,0
0,0,0,0,0,0,30870,4678,67,1,0,0
0,0,0,0,0,0,0,6478,67,2,0,0
1,0,0,0,0,0,12900,35684,67,1,0,0
1,0,0,0,0,0,47400,13523,67,1,0,0
1,0,0,0,0,0,7300,28454,67,1,0,0
1,0,0,0,0,0,6600,22570,67,1,0,0
1,0,0,0,0,0,9500,14088,67,1,0,0
0,0,0,0,0,0,0,43544,67,1,0,0
0,0,0,0,0,0,0,43168,67,1,0,0
1,0,0,0,0,1,5700,22172,67,1,0,0
0,0,0,0,0,0,31050,4610,67,1,0,0
1,0,0,0,0,0,1900,6545,67,1,0,0
0,0,0,0,1,1,6600,35327,67,2,0,0
0,0,0,0,1,1,7700,38520,67,2,0,0
1,0,0,0,0,0,7300,32097,67,2,0,0
1,0,0,0,0,0,6800,36320,67,2,0,0
0,0,0,0,0,0,7300,34554,67,2,0,0
1,0,0,0,0,0,12800,1451,67,1,0,0
0,0,0,0,1,1,2000,6119,67,2,0,0
0,0,0,0,0,0,53100,23850,67,1,0,0
0,0,0,0,0,0,2660,4188,67,2,0,0
2,0,0,0,0,0,7100,2751,67,1,0,0
0,0,0,0,0,0,77200,7458,67,2,0,0
1,0,0,0,0,0,71960,9555,67,2,0,0
0,0,0,0,0,0,5150,3400,67,1,0,0
1,0,0,0,0,0,63990,1402,67,2,0,0
0,0,0,0,1,0,1800,37296,67,1,0,0
0,0,0,0,0,0,0,117,67,1,0,0
0,0,0,0,0,0,64800,4482,67,1,0,0
0,0,0,0,0,0,61200,4703,67,1,0,0
1,0,0,0,0,0,61200,5193,67,1,0,0
0,0,0,0,1,0,4430,5549,67,2,0,0
0,0,0,0,0,0,19400,28740,67,2,0,0
1,0,0,0,0,0,16600,5251,67,2,0,0
1,0,0,0,1,1,100,10652,67,1,0,0
0,0,0,0,0,0,0,5964,67,1,0,0
0,0,0,0,0,0,49150,13412,67,2,0,0
2,0,0,0,0,1,12870,27475,67,2,0,0
2,0,0,0,0,0,54980,10921,67,2,0,0
1,2,28,18,0,0,0,41411,67,1,0,0
1,0,0,0,0,0,33217,25901,68,1,0,0
1,0,0,0,2,2,32600,11248,68,1,0,0
0,0,0,0,0,0,8400,32712,68,1,0,0
1,2,18,0,0,0,12750,6558,68,1,0,0
1,0,0,0,1,0,13150,6033,68,1,0,0
1,2,18,0,0,0,12250,5740,68,1,0,0
1,0,0,0,0,0,32060,112844,68,2,0,0
2,0,0,0,0,0,4650,15179,68,2,0,0
0,0,0,0,0,0,41660,38241,68,2,0,0
1,0,0,0,0,0,0,0,68,1,0,0
0,0,0,0,0,0,0,0,68,1,0,0
0,0,0,0,0,0,0,0,68,1,0,0
2,0,0,0,0,0,0,0,68,1,0,0
0,1,12,4,0,0,0,0,68,1,0,0
0,0,0,0,0,0,6760,27004,68,2,0,0
0,2,34,17,0,0,0,5816,68,2,0,0
1,0,0,0,1,0,420,24397,68,2,0,0
1,0,0,0,0,0,0,23860,68,2,0,0
0,0,0,0,0,0,31580,6820,68,1,0,0
0,0,0,0,0,0,31880,6943,68,1,0,0
0,0,0,0,0,0,35380,6699,68,1,0,0
2,0,0,0,0,0,0,44284,68,2,0,0
2,0,0,0,0,0,4200,2011,68,1,0,0
2,0,0,0,0,0,4450,5854,68,1,0,0
2,0,0,0,0,0,4700,5210,68,1,0,0
2,0,0,0,0,0,13700,10967,68,1,0,0
4,0,0,0,1,1,300,2771,68,2,0,0
0,3,32,13,0,1,22800,30344,68,2,0,0
1,0,0,0,0,0,1000,3898,68,1,0,0
1,0,0,0,1,0,100,5095,68,1,0,0
1,0,0,0,1,1,35830,8172,68,1,0,0
0,0,0,0,0,0,14500,12136,68,1,0,0
1,0,0,0,0,0,18150,10241,68,1,0,0
1,0,0,0,0,0,43750,5720,68,1,0,0
1,0,0,0,1,2,16500,7554,68,1,0,0
1,1,8,0,0,0,24030,9027,68,1,0,0
0,0,0,0,0,0,63090,25685,68,2,0,0
0,0,0,0,0,0,70100,25404,68,2,0,0
